Article;Brand;Width;Height;Speed;Rim;Loadindex;Pattern;Spec;PR/RF;Demo;Dot;Extra;Quality;Vehicle;Stock;Price;Discount;EAN;IPCODE;Fuel;Wet;Noise;Decibel;C Class;URL_Pattern;Per parcel;RFT;Eprel_code;Eprel_RR;Eprel_Wet;Eprel_Noise;Eprel_decibel;Eprel_severe_snow;Eprel_Ice_Tyre
AF101;ATLAS FS ALL;155;80;TR;13;79T;GREEN 4S;;;;;;All Season;Passenger car;50;34.13;0;"5420068652259";AF101;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520388;D;D;B;69;1;0
AF102;ATLAS FS ALL;155;70;TR;13;75T;GREEN 4S;;;;;;All Season;Passenger car;50;32.50;0;"5420068652266";AF102;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520389;D;D;B;69;1;0
AF103;ATLAS FS ALL;165;70;TR;13;79T;GREEN 4S;;;;;;All Season;Passenger car;50;33.08;0;"5420068652273";AF103;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520390;D;D;B;69;1;0
AF104;ATLAS FS ALL;165;70;TR;14;81T;GREEN 4S;;;;;;All Season;Passenger car;50;34.60;0;"5420068652280";AF104;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520391;D;D;B;69;1;0
AF106;ATLAS FS ALL;175;70;TR;14;88T;GREEN 4S;;XL;;;;All Season;Passenger car;31;37.28;0;"5420068652303";AF106;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520393;D;D;B;69;1;0
AF107;ATLAS FS ALL;155;65;TR;14;75T;GREEN 4S;;;;;;All Season;Passenger car;50;33.55;0;"5420068652310";AF107;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520394;D;D;B;69;1;0
AF108;ATLAS FS ALL;165;65;TR;14;79T;GREEN 4S;;;;;;All Season;Passenger car;50;34.60;0;"5420068652327";AF108;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520395;D;D;B;69;1;0
AF109;ATLAS FS ALL;175;65;TR;14;82T;GREEN 4S;;;;;;All Season;Passenger car;50;36.70;0;"5420068652334";AF109;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520396;D;D;B;69;1;0
AF110;ATLAS FS ALL;175;65;HR;15;84H;GREEN 4S;;;;;;All Season;Passenger car;50;37.75;0;"5420068652341";AF110;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520397;D;D;B;69;1;0
AF111;ATLAS FS ALL;185;65;TR;15;92T;GREEN 4S;;XL;;;;All Season;Passenger car;50;38.80;0;"5420068652358";AF111;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520398;D;D;B;69;1;0
AF112;ATLAS FS ALL;185;65;HR;15;88H;GREEN 4S;;;;;;All Season;Passenger car;50;38.80;0;"5420068652365";AF112;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520399;D;D;B;69;1;0
AF113;ATLAS FS ALL;195;65;HR;15;95H;GREEN 4S;;XL;;;;All Season;Passenger car;50;41.95;0;"5420068652372";AF113;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520400;D;D;B;69;1;0
AF114;ATLAS FS ALL;195;65;HR;15;91H;GREEN 4S;;;;;;All Season;Passenger car;50;39.85;0;"5420068652389";AF114;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520401;D;D;B;69;1;0
AF115;ATLAS FS ALL;215;65;HR;16;98H;GREEN 4S;;;;;;All Season;Passenger car;50;48.25;0;"5420068652396";AF115;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520402;D;C;B;70;1;0
AF116;ATLAS FS ALL;165;60;HR;14;79H;GREEN 4S;;XL;;;;All Season;Passenger car;39;35.18;0;"5420068652402";AF116;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520403;D;D;B;69;1;0
AF117;ATLAS FS ALL;185;60;HR;14;82H;GREEN 4S;;;;;;All Season;Passenger car;50;36.23;0;"5420068652419";AF117;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520404;D;D;B;69;1;0
AF118;ATLAS FS ALL;185;60;HR;15;84H;GREEN 4S;;;;;;All Season;Passenger car;50;38.33;0;"5420068652426";AF118;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520405;D;D;B;69;1;0
AF119;ATLAS FS ALL;185;60;HR;15;88H;GREEN 4S;;XL;;;;All Season;Passenger car;50;39.38;0;"5420068652433";AF119;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520406;D;D;B;69;1;0
AF120;ATLAS FS ALL;195;60;HR;15;88H;GREEN 4S;;;;;;All Season;Passenger car;50;39.85;0;"5420068652440";AF120;E;C;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520407;D;C;B;69;1;0
AF121;ATLAS FS ALL;205;60;VR;16;96V;GREEN 4S;;XL;;;;All Season;Passenger car;50;43.58;0;"5420068652457";AF121;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520408;D;C;B;70;1;0
AF122;ATLAS FS ALL;215;60;VR;16;99V;GREEN 4S;;XL;;;;All Season;Passenger car;50;45.68;0;"5420068652464";AF122;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520409;D;C;B;70;1;0
AF123;ATLAS FS ALL;185;55;HR;15;82H;GREEN 4S;;;;;;All Season;Passenger car;50;38.80;0;"5420068652471";AF123;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520410;D;D;B;69;1;0
AF124;ATLAS FS ALL;195;55;HR;15;85H;GREEN 4S;;;;;;All Season;Passenger car;50;39.38;0;"5420068652488";AF124;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520411;D;D;B;69;1;0
AF125;ATLAS FS ALL;195;55;VR;16;87V;GREEN 4S;;;;;;All Season;Passenger car;50;41.48;0;"5420068652495";AF125;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520412;D;D;B;69;1;0
AF126;ATLAS FS ALL;205;55;HR;16;91H;GREEN 4S;;;;;;All Season;Passenger car;50;41.48;0;"5420068652501";AF126;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520413;D;C;B;70;1;0
AF127;ATLAS FS ALL;205;55;VR;16;91V;GREEN 4S;;;;;;All Season;Passenger car;50;41.74;0;"5420068652518";AF127;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520414;D;C;B;70;1;0
AF128;ATLAS FS ALL;215;55;VR;16;97V;GREEN 4S;;XL;;;;All Season;Passenger car;50;46.15;0;"5420068652525";AF128;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520415;D;C;B;70;1;0
AF129;ATLAS FS ALL;225;55;VR;16;99V;GREEN 4S;;XL;;;;All Season;Passenger car;50;49.30;0;"5420068652716";AF129;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520416;D;C;B;70;1;0
AF130;ATLAS FS ALL;195;50;VR;15;82V;GREEN 4S;;;;;;All Season;Passenger car;27;38.06;0;"5420068652532";AF130;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520417;D;D;B;69;1;0
AF131;ATLAS FS ALL;205;50;WR;17;93W;GREEN 4S;;XL;;;;All Season;Passenger car;50;45.68;0;"5420068652549";AF131;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520419;D;C;B;70;1;0
AF132;ATLAS FS ALL;225;50;WR;17;98W;GREEN 4S;;XL;;;;All Season;Passenger car;50;48.83;0;"5420068652556";AF132;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520420;D;C;B;70;1;0
AF133;ATLAS FS ALL;205;45;WR;17;88W;GREEN 4S;;XL;;;;All Season;Passenger car;50;45.10;0;"5420068652563";AF133;E;E;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520421;D;D;B;70;1;0
AF134;ATLAS FS ALL;225;45;WR;17;94W;GREEN 4S;;XL;;;;All Season;Passenger car;50;46.15;0;"5420068652570";AF134;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520422;D;C;B;70;1;0
AF135;ATLAS FS ALL;235;45;WR;17;97W;GREEN 4S;;XL;;;;All Season;Passenger car;50;49.30;0;"5420068652587";AF135;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520423;D;C;B;70;1;0
AF136;ATLAS FS ALL;225;40;WR;18;92W;GREEN 4S;;XL;;;;All Season;Passenger car;50;48.25;0;"5420068652594";AF136;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520424;D;C;B;70;1;0
AF137;ATLAS FS ALL;195;75;R;16;107/105R;GREEN VAN 4S;;;;;;All Season;Light Truck;50;51.98;0;"5420068652600";AF137;E;B;2;72;C2;https://extras.tyre-energy.de/pic_11991g.jpg;2;0;520425;D;B;B;72;1;0
AF138;ATLAS FS ALL;215;75;R;16;113/111R;GREEN VAN 4S;;;;;;All Season;Light Truck;28;61.10;0;"5420068652617";AF138;E;B;2;73;C2;https://extras.tyre-energy.de/pic_11991g.jpg;1;0;520426;D;B;B;73;1;0
AF139;ATLAS FS ALL;195;70;R;15;104/102R;GREEN VAN 4S;;;;;;All Season;Light Truck;50;48.25;0;"5420068652624";AF139;E;B;2;72;C2;https://extras.tyre-energy.de/pic_11991g.jpg;2;0;520427;D;B;B;72;1;0
AF140;ATLAS FS ALL;215;70;R;15;109/107R;GREEN VAN 4S;;8PR;;;;All Season;Light Truck;50;53.50;0;"5420068652631";AF140;E;B;2;73;C2;https://extras.tyre-energy.de/pic_11991g.jpg;2;0;520428;D;B;B;73;1;0
AF141;ATLAS FS ALL;225;70;R;15;112/110R;GREEN VAN 4S;;;;;;All Season;Light Truck;50;54.08;0;"5420068652648";AF141;E;B;2;73;C2;https://extras.tyre-energy.de/pic_11991g.jpg;2;0;520429;D;B;B;73;1;0
AF142;ATLAS FS ALL;195;65;R;16;104/102R;GREEN VAN 4S;;;;;;All Season;Light Truck;50;49.09;0;"5420068652655";AF142;E;B;2;72;C2;https://extras.tyre-energy.de/pic_11991g.jpg;2;0;520430;D;B;B;72;1;0
AF143;ATLAS FS ALL;205;65;R;16;107/105T;GREEN VAN 4S;;;;;;All Season;Light Truck;50;52.45;0;"5420068652662";AF143;E;B;2;73;C2;https://extras.tyre-energy.de/pic_11991g.jpg;2;0;520431;D;B;B;73;1;0
AF146;ATLAS FS ALL;235;65;R;16;115/113R;GREEN VAN 4S;;8PR;;;;All Season;Light Truck;23;64.83;0;"5420068652693";AF146;E;B;2;73;C2;https://extras.tyre-energy.de/pic_11991g.jpg;1;0;520434;D;B;B;73;1;0
AF147;ATLAS FS ALL;195;60;R;16;99/97H;GREEN VAN 4S;;;;;;All Season;Light Truck;50;49.30;0;"5420068652709";AF147;E;B;2;72;C2;https://extras.tyre-energy.de/pic_11991g.jpg;2;0;520435;D;B;B;72;1;0
AF148;ATLAS FS ALL;215;70;HR;16;100H;GREEN 4S;;;;;;All Season;Jeep / 4x4;50;50.35;0;"5420068652723";AF148;E;E;2;70;C1;https://extras.tyre-energy.de/pic_11993g.jpg;2;0;520436;D;D;B;70;1;0
AF149;ATLAS FS ALL;215;60;VR;17;100V;GREEN 4S;;XL;;;;All Season;Jeep / 4x4;50;50.35;0;"5420068652730";AF149;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520437;D;C;B;70;1;0
AF150;ATLAS FS ALL;145;80;TR;13;79T;GREEN 4S;;XL;;;;All Season;Passenger car;50;33.34;0;"5420068653553";AF150;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520438;D;D;B;69;1;0
AF151;ATLAS FS ALL;175;80;TR;14;88T;GREEN 4S;;;;;;All Season;Passenger car;50;38.85;0;"5420068653560";AF151;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520439;D;D;B;69;1;0
AF152;ATLAS FS ALL;145;70;TR;13;71T;GREEN 4S;;;;;;All Season;Passenger car;50;32.03;0;"5420068653577";AF152;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520440;D;D;B;69;1;0
AF153;ATLAS FS ALL;165;70;TR;13;83T;GREEN 4S;;XL;;;;All Season;Passenger car;50;33.55;0;"5420068653584";AF153;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520441;D;D;B;69;1;0
AF154;ATLAS FS ALL;175;70;TR;13;82T;GREEN 4S;;;;;;All Season;Passenger car;29;34.13;0;"5420068653591";AF154;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520442;D;D;B;69;1;0
AF155;ATLAS FS ALL;185;70;TR;14;88T;GREEN 4S;;;;;;All Season;Passenger car;39;38.33;0;"5420068653607";AF155;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520443;D;D;B;69;1;0
AF156;ATLAS FS ALL;155;65;TR;13;73T;GREEN 4S;;;;;;All Season;Passenger car;50;32.03;0;"5420068653614";AF156;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520444;D;D;B;69;1;0
AF158;ATLAS FS ALL;185;65;HR;14;86H;GREEN 4S;;;;;;All Season;Passenger car;50;36.70;0;"5420068653638";AF158;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520446;D;D;B;69;1;0
AF159;ATLAS FS ALL;205;65;VR;15;94V;GREEN 4S;;;;;;All Season;Passenger car;50;42.53;0;"5420068653645";AF159;E;C;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520447;D;C;B;69;1;0
AF160;ATLAS FS ALL;205;60;HR;16;92H;GREEN 4S;;;;;;All Season;Passenger car;50;42.53;0;"5420068653652";AF160;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520448;D;C;B;70;1;0
AF161;ATLAS FS ALL;185;55;HR;14;80H;GREEN 4S;;;;;;All Season;Passenger car;50;37.28;0;"5420068653669";AF161;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520449;D;D;B;69;1;0
AF162;ATLAS FS ALL;215;50;WR;17;95W;GREEN 4S;;XL;;;;All Season;Passenger car;29;46.73;0;"5420068653676";AF162;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520450;D;C;B;70;1;0
AF163;ATLAS FS ALL;195;45;VR;16;84V;GREEN 4S;;XL;;;;All Season;Passenger car;50;39.85;0;"5420068653683";AF163;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520451;D;D;B;69;1;0
AF164;ATLAS FS ALL;205;45;WR;16;87W;GREEN 4S;;XL;;;;All Season;Passenger car;50;41.48;0;"5420068653690";AF164;E;E;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520452;D;D;B;70;1;0
AF165;ATLAS FS ALL;215;45;WR;17;91W;GREEN 4S;;XL;;;;All Season;Passenger car;46;45.41;0;"5420068653706";AF165;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520453;D;C;B;70;1;0
AF166;ATLAS FS ALL;205;75;R;16;113/111R;GREEN VAN 4S;;;;;;All Season;Light Truck;32;54.08;0;"5420068653713";AF166;E;B;2;73;C2;https://extras.tyre-energy.de/pic_11991g.jpg;2;0;520454;D;B;B;73;1;0
AF167;ATLAS FS ALL;205;70;R;15;106/104R;GREEN VAN 4S;;;;;;All Season;Light Truck;25;49.88;0;"5420068653720";AF167;E;B;2;73;C2;https://extras.tyre-energy.de/pic_11991g.jpg;2;0;520455;D;B;B;73;1;0
AF168;ATLAS FS ALL;215;60;R;16;103/101T;GREEN VAN 4S;;;;;;All Season;Light Truck;50;53.03;0;"5420068653737";AF168;E;B;2;73;C2;https://extras.tyre-energy.de/pic_11991g.jpg;2;0;520456;D;B;B;73;1;0
AF171;ATLAS FS ALL;205;55;HR;16;94H;GREEN 4S;;XL;;;;All Season;Passenger car;50;41.48;0;"5420068653805";AF171;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520458;D;C;B;70;1;0
AF172;ATLAS FS ALL;205;55;WR;17;95W;GREEN 4S;;XL;;;;All Season;Passenger car;50;46.15;0;"5420068653812";AF172;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520459;D;C;B;70;1;0
AF173;ATLAS FS ALL;215;55;WR;17;98W;GREEN 4S;;XL;;;;All Season;Passenger car;50;49.30;0;"5420068653829";AF173;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520460;D;C;B;70;1;0
AF174;ATLAS FS ALL;225;55;WR;17;101W;GREEN 4S;;XL;;;;All Season;Passenger car;50;50.35;0;"5420068653836";AF174;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520461;D;C;B;70;1;0
AF175;ATLAS FS ALL;235;55;WR;17;103W;GREEN 4S;;XL;;;;All Season;Passenger car;28;53.03;0;"5420068653843";AF175;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520463;D;C;B;70;1;0
AF176;ATLAS FS ALL;195;50;VR;16;88V;GREEN 4S;;XL;;;;All Season;Passenger car;33;40.90;0;"5420068653850";AF176;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520464;D;D;B;69;1;0
AF177;ATLAS FS ALL;245;45;WR;17;99W;GREEN 4S;;XL;;;;All Season;Passenger car;29;50.35;0;"5420068653867";AF177;E;C;2;72;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520465;D;C;B;72;1;0
AF178;ATLAS FS ALL;225;45;WR;18;95W;GREEN 4S;;XL;;;;All Season;Passenger car;50;49.88;0;"5420068653874";AF178;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520466;D;C;B;70;1;0
AF179;ATLAS FS ALL;245;40;WR;18;97W;GREEN 4S;;XL;;;;All Season;Passenger car;35;50.40;0;"5420068653881";AF179;E;C;2;72;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520467;D;C;B;72;1;0
AF181;ATLAS FS ALL;235;35;WR;19;91W;GREEN 4S;;XL;;;;All Season;Passenger car;50;50.40;0;"5420068653904";AF181;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520469;D;C;B;70;1;0
AF182;ATLAS FS ALL;225;75;R;16;121/120R;GREEN VAN 4S;;;;;;All Season;Light Truck;30;64.83;0;"5420068653911";AF182;E;B;2;73;C2;https://extras.tyre-energy.de/pic_11991g.jpg;1;0;520470;D;B;B;73;1;0
AF183;ATLAS FS ALL;175;65;R;14;90/88T;GREEN VAN 4S;;6PR;;;;All Season;Light Truck;50;38.80;0;"5420068653928";AF183;E;B;2;72;C2;https://extras.tyre-energy.de/pic_11991g.jpg;2;0;520471;D;B;B;72;1;0
AF184;ATLAS FS ALL;225;65;VR;17;102V;GREEN 4S;;;;;;All Season;Jeep / 4x4;50;51.98;0;"5420068653935";AF184;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11993g.jpg;2;0;520472;D;C;B;70;1;0
AF185;ATLAS FS ALL;235;65;VR;17;108V;GREEN 4S;;XL;;;;All Season;Jeep / 4x4;50;55.60;0;"5420068653942";AF185;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11993g.jpg;2;0;520473;D;C;B;70;1;0
AF186;ATLAS FS ALL;225;60;VR;17;99V;GREEN 4S;;;;;;All Season;Jeep / 4x4;50;52.45;0;"5420068653959";AF186;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11993g.jpg;2;0;520474;D;C;B;70;1;0
AF187;ATLAS FS ALL;215;55;VR;18;99V;GREEN 4S;;XL;;;;All Season;Jeep / 4x4;50;51.98;0;"5420068653966";AF187;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11993g.jpg;2;0;520475;D;C;B;70;1;0
AF188;ATLAS FS ALL;165;65;HR;15;81H;GREEN 4S;;;;;;All Season;Passenger car;50;35.70;0;"5420068653973";AF188;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520476;D;D;B;69;1;0
AF189;ATLAS FS ALL;215;65;HR;15;96H;GREEN 4S;;;;;;All Season;Passenger car;31;45.68;0;"5420068653980";AF189;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520477;D;C;B;70;1;0
AF190;ATLAS FS ALL;225;60;VR;16;102V;GREEN 4S;;XL;;;;All Season;Passenger car;50;48.25;0;"5420068653997";AF190;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520478;D;C;B;70;1;0
AF191;ATLAS FS ALL;215;45;VR;16;90V;GREEN 4S;;XL;;;;All Season;Passenger car;43;44.05;0;"5420068654000";AF191;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520479;D;C;B;70;1;0
AF192;ATLAS FS ALL;215;40;WR;17;87W;GREEN 4S;;XL;;;;All Season;Passenger car;50;44.63;0;"5420068654017";AF192;E;E;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520480;D;D;B;70;1;0
AF194;ATLAS FS ALL;175;70;R;14;95/93T;GREEN VAN 4S;;6PR;;;;All Season;Light Truck;50;40.43;0;"5420068654031";AF194;E;B;2;72;C2;https://extras.tyre-energy.de/pic_11991g.jpg;2;0;520482;D;B;B;72;1;0
AF196;ATLAS FS ALL;165;60;TR;15;81T;GREEN 4S;;XL;;;;All Season;Passenger car;50;35.70;0;"5420068654055";AF196;E;C;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520484;D;C;B;69;1;0
AF197;ATLAS FS ALL;175;60;HR;15;81H;GREEN 4S;;;;;;All Season;Passenger car;31;38.80;0;"5420068654062";AF197;E;C;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520485;D;C;B;69;1;0
AF198;ATLAS FS ALL;195;60;VR;16;89V;GREEN 4S;;;;;;All Season;Passenger car;44;43.05;0;"5420068654079";AF198;E;C;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520486;D;C;B;69;1;0
AF199;ATLAS FS ALL;205;50;WR;16;91W;GREEN 4S;;XL;;;;All Season;Passenger car;31;44.10;0;"5420068654086";AF199;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520487;D;C;B;70;1;0
AF200;ATLAS FS ALL;235;50;WR;18;101W;GREEN 4S;;XL;;;;All Season;Passenger car;50;52.45;0;"5420068654093";AF200;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520488;D;C;B;70;1;0
AF201;ATLAS FS ALL;235;45;WR;18;98W;GREEN 4S;;XL;;;;All Season;Passenger car;50;51.98;0;"5420068654109";AF201;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520489;D;C;B;70;1;0
AF202;ATLAS FS ALL;245;45;WR;18;100W;GREEN 4S;;XL;;;;All Season;Passenger car;50;54.08;0;"5420068654116";AF202;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520490;D;C;B;70;1;0
AF203;ATLAS FS ALL;205;40;WR;17;84W;GREEN 4S;;XL;;;;All Season;Passenger car;50;43.00;0;"5420068654123";AF203;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520491;D;C;B;70;1;0
AF205;ATLAS FS ALL;185;0;R;14;102/100R;GREEN VAN 4S;;;;;;All Season;Light Truck;50;45.10;0;"5420068654147";AF205;E;B;2;72;C2;https://extras.tyre-energy.de/pic_11991g.jpg;2;0;520493;D;B;B;72;1;0
AF206;ATLAS FS ALL;215;65;VR;17;99V;GREEN 4S;;;;;;All Season;Jeep / 4x4;44;50.35;0;"5420068654154";AF206;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11993g.jpg;2;0;520494;D;C;B;70;1;0
AF207;ATLAS FS ALL;235;60;WR;18;107W;GREEN 4S;;XL;;;;All Season;Jeep / 4x4;44;56.18;0;"5420068654161";AF207;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11993g.jpg;2;0;520495;D;C;B;70;1;0
AF208;ATLAS FS ALL;225;55;VR;18;98V;GREEN 4S;;;;;;All Season;Jeep / 4x4;50;53.50;0;"5420068654178";AF208;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11993g.jpg;2;0;520496;D;C;B;70;1;0
AF209;ATLAS FS ALL;235;55;WR;19;105W;GREEN 4S;;XL;;;;All Season;Jeep / 4x4;46;58.80;0;"5420068654185";AF209;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11993g.jpg;2;0;520497;D;C;B;70;1;0
AF235;ATLAS FS ALL;165;70;TR;14;85T;GREEN 4S;;XL;;;;All Season;Passenger car;50;34.60;0;"5420068656745";AF235;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520498;D;D;B;69;1;0
AF236;ATLAS FS ALL;175;65;TR;14;86T;GREEN 4S;;XL;;;;All Season;Passenger car;50;36.23;0;"5420068656752";AF236;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520499;D;D;B;69;1;0
AF237;ATLAS FS ALL;195;55;VR;16;91V;GREEN 4S;;XL;;;;All Season;Passenger car;50;41.48;0;"5420068656769";AF237;E;E;2;69;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520500;D;D;B;69;1;0
AF238;ATLAS FS ALL;205;55;VR;16;94V;GREEN 4S;;XL;;;;All Season;Passenger car;46;41.48;0;"5420068656776";AF238;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520501;D;C;B;70;1;0
AF239;ATLAS FS ALL;245;45;YR;19;102Y;GREEN 4S;;XL;;;;All Season;Passenger car;50;54.60;0;"5420068656783";AF239;E;C;2;72;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520502;D;C;B;72;1;0
AF240;ATLAS FS ALL;255;35;YR;19;96Y;GREEN 4S;;XL;;;;All Season;Passenger car;35;62.48;0;"5420068656790";AF240;E;C;2;72;C1;https://extras.tyre-energy.de/pic_11897g.jpg;2;0;520503;D;C;B;72;1;0
AF241;ATLAS FS ALL;235;60;VR;16;100V;GREEN 4S;;;;;;All Season;Jeep / 4x4;50;52.45;0;"5420068656806";AF241;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11993g.jpg;2;0;520504;D;C;B;70;1;0
AF242;ATLAS FS ALL;235;55;VR;18;104V;GREEN 4S;;XL;;;;All Season;Jeep / 4x4;49;56.18;0;"5420068656813";AF242;E;C;2;70;C1;https://extras.tyre-energy.de/pic_11993g.jpg;2;0;520505;D;C;B;70;1;0
AF243;ATLAS FS ALL;235;65;R;16;121/119R;GREEN VAN 4S;;;;;;All Season;Light Truck;36;60.90;0;"5420068656837";AF243;E;B;2;73;C2;https://extras.tyre-energy.de/pic_11991g.jpg;2;0;520506;D;B;B;73;1;0
AT056868;ATLAS ZO;165;70;TR;13;83T;GREEN HP;;XL;;;;Summer;Passenger car;24;32.50;0;"5420068656868";AT056868;E;C;2;68;C1;https://extras.tyre-energy.de/pic_15566g.jpg;2;0;641621;D;C;B;68;0;0
