Article;Brand;Width;Height;Speed;Rim;Loadindex;Pattern;Spec;PR/RF;Demo;Dot;Extra;Quality;Vehicle;Stock;Price;Discount;EAN;IPCODE;Fuel;Wet;Noise;Decibel;C Class;URL_Pattern;Per parcel;RFT;Eprel_code;Eprel_RR;Eprel_Wet;Eprel_Noise;Eprel_decibel;Eprel_severe_snow;Eprel_Ice_Tyre
CO357037;CONTINENTAL ZO;215;45;VR;17;87V;PremiumContact 6;;;;;;Summer;Passenger car;50;86.36;39.4;"4019238760736";0357037000;C;A;2;71;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;531333;C;A;B;71;0;0
CO357057;CONTINENTAL ZO;225;45;VR;17;91V;PremiumContact 6;;;;;;Summer;Passenger car;50;76.60;36.69;"4019238760446";0357057000;C;A;2;71;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;482214;C;A;B;71;0;0
CO357058;CONTINENTAL ZO;225;45;YR;17;91Y;PremiumContact 6;;;;;;Summer;Passenger car;50;75.55;38.83;"4019238760439";0357058000;C;A;2;71;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;531332;C;A;B;71;0;0
CO357061;CONTINENTAL ZO;225;45;YR;17;94Y;PremiumContact 6;;XL;;;;Summer;Passenger car;50;79.28;37.08;"4019238760422";0357061000;C;A;2;72;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;483146;C;A;B;72;0;0
CO357063;CONTINENTAL ZO;225;45;YR;18;95Y;PremiumContact 6;;XL;;;;Summer;Passenger car;50;117.60;41.35;"4019238760576";0357063000;C;A;2;72;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;558391;C;A;B;72;0;0
CO357065;CONTINENTAL ZO;245;40;YR;18;97Y;PremiumContact 6;;XL;;;;Summer;Passenger car;47;107.63;40.7;"4019238760323";0357065000;C;A;2;72;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;482909;C;A;B;72;0;0
CO357072;CONTINENTAL ZO;225;50;YR;17;98Y;PremiumContact 6;;XL;;;;Summer;Passenger car;50;102.90;40.52;"4019238760620";0357072000;C;A;2;72;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;483382;C;A;B;72;0;0
CO357076;CONTINENTAL ZO;255;35;YR;20;97Y;ContiSportContact 5P J;;XL;;;;Summer;Passenger car;28;150.68;42.82;"4019238680508";0357076000;C;A;2;73;C1;https://extras.tyre-energy.de/pic_6438g.jpg;2;0;482600;C;A;B;73;0;0
CO357077;CONTINENTAL ZO;225;55;YR;17;101Y;PremiumContact 6;;XL;;;;Summer;Passenger car;50;109.20;40.49;"4019238760590";0357077000;C;A;2;72;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;525747;C;A;B;72;0;0
CO357080;CONTINENTAL ZO;235;45;YR;17;94Y;PremiumContact 6;;;;;;Summer;Passenger car;38;87.10;38.66;"4019238760804";0357080000;C;A;2;71;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;482154;C;A;B;71;0;0
CO357082;CONTINENTAL ZO;235;45;YR;18;98Y;PremiumContact 6;;XL;;;;Summer;Passenger car;39;124.95;42.15;"4019238760552";0357082000;C;A;2;72;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;483290;C;A;B;72;0;0
CO357088;CONTINENTAL ZO;235;55;VR;18;100V;PremiumContact 6;;;;;;Summer;Jeep / 4x4;26;108.68;40.94;"4019238760538";0357088000;B;A;2;71;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;482048;B;A;B;71;0;0
CO357092;CONTINENTAL ZO;245;40;YR;17;91Y;PremiumContact 6;;;;;;Summer;Passenger car;33;103.43;41.57;"4019238760507";0357092000;E;A;2;71;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;482085;D;A;B;71;0;0
CO357098;CONTINENTAL ZO;245;45;YR;17;99Y;PremiumContact 6;;XL;;;;Summer;Passenger car;50;115.45;41.4;"4019238760682";0357098000;C;A;2;72;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;483461;C;A;B;72;0;0
CO357125;CONTINENTAL ZO;235;55;WR;19;101W;ContiSportContact 5 SUV AO;;;;;;Summer;Jeep / 4x4;48;122.33;41.33;"4019238680706";0357125000;C;A;2;71;C1;https://extras.tyre-energy.de/pic_5847g.jpg;2;0;481665;C;A;B;71;0;0
CO357128;CONTINENTAL ZO;225;55;WR;17;101W;ContiPremiumContact 5 J;;XL;;;;Summer;Passenger car;24;108.15;41.06;"4019238762310";0357128000;C;B;2;72;C1;https://extras.tyre-energy.de/pic_8413g.jpg;2;0;483459;C;B;B;72;0;0
CO357141;CONTINENTAL ZO;255;35;ZR;20;(97Y);ContiSportContact 2 MO;;XL;;;;Summer;Passenger car;47;149.10;43.42;"4019238013726";0357141000;E;A;2;73;C1;https://extras.tyre-energy.de/pic_400g.jpg;2;0;482674;D;A;B;73;0;0
CO357142;CONTINENTAL ZO;235;35;YR;19;91Y;ContiSportContact 5P MO;;XL;;;;Summer;Passenger car;50;119.70;43.93;"4019238013399";0357142000;E;A;2;72;C1;https://extras.tyre-energy.de/pic_6438g.jpg;2;0;634972;D;A;B;72;0;0
CO357162;CONTINENTAL ZO;255;35;YR;19;96Y;ContiSportContact 5P MO;;XL;;;;Summer;Passenger car;50;135.45;40.85;"4019238692471";0357162000;E;A;2;73;C1;https://extras.tyre-energy.de/pic_6438g.jpg;2;0;482599;D;A;B;73;0;0
CO357163;CONTINENTAL ZO;225;45;YR;18;95Y;ContiSportContact 5P MO;;XL;;;;Summer;Passenger car;28;118.65;40.82;"4019238692440";0357163000;E;A;2;72;C1;https://extras.tyre-energy.de/pic_6438g.jpg;2;0;483483;D;A;B;72;0;0
CO357171;CONTINENTAL ZO;275;30;ZR;19;(96Y);SportContact 6;;XL;;;;Summer;Passenger car;30;167.20;42.64;"4019238685749";0357171000;E;A;2;73;C1;https://extras.tyre-energy.de/pic_11855g.jpg;1;0;482718;D;A;B;73;0;0
CO357174;CONTINENTAL ZO;225;35;ZR;19;(88Y);SportContact 6;;XL;;;;Summer;Passenger car;48;129.68;41.45;"4019238685497";0357174000;E;A;2;72;C1;https://extras.tyre-energy.de/pic_11855g.jpg;2;0;483105;D;A;B;72;0;0
CO357177;CONTINENTAL ZO;275;35;ZR;19;(100Y);SportContact 6;;XL;;;;Summer;Passenger car;24;181.90;41.04;"4019238685701";0357177000;E;A;2;73;C1;https://extras.tyre-energy.de/pic_11855g.jpg;1;0;482678;D;A;B;73;0;0
CO357186;CONTINENTAL ZO;275;30;ZR;20;(97Y);SportContact 6;;XL;;;;Summer;Passenger car;26;200.28;43.18;"4019238685657";0357186000;E;A;2;73;C1;https://extras.tyre-energy.de/pic_11855g.jpg;1;0;587959;D;A;B;73;0;0
CO357199;CONTINENTAL ZO;335;25;ZR;22;(105Y);SportContact 6;;XL;;;;Summer;Jeep / 4x4;44;255.40;44.78;"4019238685619";0357199000;C;A;2;73;C1;https://extras.tyre-energy.de/pic_11855g.jpg;1;0;482615;C;A;B;73;0;0
CO357214;CONTINENTAL ZO;265;45;YR;20;108Y;SportContact 6 MO1;;XL;;;;Summer;Jeep / 4x4;42;196.55;43.03;"4019238791365";0357214000;E;B;2;73;C1;https://extras.tyre-energy.de/pic_11855g.jpg;1;0;482707;D;B;B;73;0;0
CO357221;CONTINENTAL ZO;275;55;WR;19;111W;PremiumContact 6 MO;;;;;;Summer;Jeep / 4x4;26;165.63;41.58;"4019238763041";0357221000;B;B;2;72;C1;https://extras.tyre-energy.de/pic_12944g.jpg;1;0;525718;B;B;B;72;0;0
CO357224;CONTINENTAL ZO;265;30;YR;21;96Y;ContiSportContact 5P RO1 ContiSilent;;XL;;;;Summer;Passenger car;41;238.60;46.68;"4019238691986";0357224000;E;A;2;73;C1;https://extras.tyre-energy.de/pic_6438g.jpg;1;0;482676;D;A;B;73;0;0
CO357250;CONTINENTAL ZO;225;40;YR;19;93Y;ContiSportContact 5P MO;;XL;;;;Summer;Passenger car;50;142.28;42.16;"4019238013504";0357250000;E;B;2;72;C1;https://extras.tyre-energy.de/pic_6439g.jpg;2;0;483484;D;B;B;72;0;0
CO357252;CONTINENTAL ZO;245;45;YR;18;96Y;ContiSportContact 3 E SSR *;;;;;;Summer;Passenger car;50;141.75;41.79;"4019238013542";0357252000;E;C;2;71;C1;https://extras.tyre-energy.de/pic_5840g.jpg;2;1;481804;D;C;B;71;0;0
CO357261;CONTINENTAL ZO;195;45;WR;17;81W;ContiSportContact 5;;;;;;Summer;Passenger car;33;102.38;40.3;"4019238785937";0357261000;E;A;2;71;C1;https://extras.tyre-energy.de/pic_5847g.jpg;2;0;481689;D;A;B;71;0;0
CO357262;CONTINENTAL ZO;255;60;VR;18;112V;ContiSportContact 5 SUV;;XL;;;;Summer;Jeep / 4x4;27;119.95;38.17;"4019238694949";0357262000;C;A;2;73;C1;https://extras.tyre-energy.de/pic_6891g.jpg;1;0;482709;C;A;B;73;0;0
CO357266;CONTINENTAL ZO;275;45;YR;20;110Y;ContiSportContact 5P N0;;XL;;;;Summer;Jeep / 4x4;47;182.43;42.45;"4019238695274";0357266000;C;A;2;73;C1;https://extras.tyre-energy.de/pic_8415g.jpg;1;0;482609;C;A;B;73;0;0
CO357276;CONTINENTAL ZO;285;35;YR;23;107Y;SportContact 6 RO1 ContiSilent;;XL;;;;Summer;Passenger car;34;259.60;44.65;"4019238784503";0357276000;C;A;2;75;C1;https://extras.tyre-energy.de/pic_11855g.jpg;1;0;481442;C;A;B;75;0;0
CO357277;CONTINENTAL ZO;235;55;WR;19;105W;ContiSportContact 5 SUV LR;;XL;;;;Summer;Jeep / 4x4;25;133.30;41.54;"4019238695021";0357277000;C;A;2;72;C1;https://extras.tyre-energy.de/pic_6891g.jpg;2;0;482866;C;A;B;72;0;0
CO357283;CONTINENTAL ZO;235;35;ZR;19;(91Y);SportContact 6;;XL;;;;Summer;Passenger car;50;124.43;41.72;"4019238696066";0357283000;E;A;2;72;C1;https://extras.tyre-energy.de/pic_11855g.jpg;2;0;482950;D;A;B;72;0;0
CO357287;CONTINENTAL ZO;245;45;WR;19;98W;ContiSportContact 3 SSR *;;;;;;Summer;Passenger car;28;186.10;41.84;"4019238013573";0357287000;E;B;2;71;C1;https://extras.tyre-energy.de/pic_4255g.jpg;1;1;481932;D;B;B;71;0;0
CO357300;CONTINENTAL ZO;225;55;WR;17;97W;PremiumContact 6 SSR *;;;;;;Summer;Passenger car;50;121.80;41.72;"4019238770841";0357300000;C;B;2;71;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;1;482156;C;B;B;71;0;0
CO357302;CONTINENTAL ZO;225;50;WR;18;95W;PremiumContact 6 SSR *;;;;;;Summer;Passenger car;50;146.48;42.44;"4019238770629";0357302000;C;B;2;71;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;482152;C;B;B;71;0;0
CO357309;CONTINENTAL ZO;275;35;ZR;21;(103Y);ContiSportContact 5P N0 ContiSilent;;XL;;;;Summer;Passenger car;49;240.70;43.37;"4019238792867";0357309000;C;A;2;73;C1;https://extras.tyre-energy.de/pic_8415g.jpg;1;0;482728;C;A;B;73;0;0
CO357328;CONTINENTAL ZO;255;40;YR;20;101Y;SportContact 6 AO ContiSilent;;XL;;;;Summer;Passenger car;43;184.80;44.25;"4019238770599";0357328000;C;A;2;73;C1;https://extras.tyre-energy.de/pic_11855g.jpg;2;0;505816;C;A;B;73;0;0
CO357336;CONTINENTAL ZO;245;40;YR;18;97Y;ContiSportContact 5P MO;;XL;;;;Summer;Passenger car;39;108.68;40.12;"4019238702668";0357336000;E;A;2;72;C1;https://extras.tyre-energy.de/pic_6438g.jpg;2;0;483244;D;A;B;72;0;0
CO357343;CONTINENTAL ZO;215;50;WR;18;92W;ContiSportContact 5 SUV AO;;;;;;Summer;Jeep / 4x4;31;128.63;40.72;"4019238710236";0357343000;C;A;2;71;C1;https://extras.tyre-energy.de/pic_5847g.jpg;2;0;481930;C;A;B;71;0;0
CO357383;CONTINENTAL ZO;235;55;HR;17;103H;ContiEcoContact 5;;XL;;;;Summer;Passenger car;29;111.04;40.3;"4019238772678";0357383000;A;B;2;72;C1;https://extras.tyre-energy.de/pic_6884g.jpg;2;0;483313;A;B;B;72;0;0
CO357395;CONTINENTAL ZO;215;55;VR;18;99V;ContiEcoContact 5;;XL;;;;Summer;Passenger car;27;114.40;41.18;"4019238772418";0357395000;B;B;2;71;C1;https://extras.tyre-energy.de/pic_11958g.jpg;2;0;481905;B;B;B;71;0;0
CO357427;CONTINENTAL ZO;265;45;WR;20;104W;CrossContact LX Sport MGT;;;;;;Summer;Jeep / 4x4;34;176.65;44.45;"4019238713251";0357427000;C;C;2;72;C1;https://extras.tyre-energy.de/pic_4849g.jpg;1;0;483397;C;C;B;72;0;0
CO357450;CONTINENTAL ZO;245;45;YR;19;102Y;PremiumContact 6 AO;;XL;;;;Summer;Passenger car;26;156.45;41.4;"4019238051841";0357450000;B;A;2;72;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;483455;B;A;B;72;0;0
CO357463;CONTINENTAL ZO;205;45;WR;17;88W;PremiumContact 6;;XL;;;;Summer;Passenger car;50;97.13;40.04;"4019238772258";0357463000;C;A;2;72;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;483451;C;A;B;72;0;0
CO357465;CONTINENTAL ZO;225;40;YR;18;92Y;PremiumContact 6;;XL;;;;Summer;Passenger car;50;83.95;38.04;"4019238772180";0357465000;C;A;2;72;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;483145;C;A;B;72;0;0
CO357467;CONTINENTAL ZO;225;50;VR;17;94V;PremiumContact 6;;;;;;Summer;Passenger car;31;101.85;40.44;"4019238772227";0357467000;C;A;2;71;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;482054;C;A;B;71;0;0
CO357468;CONTINENTAL ZO;235;40;YR;18;91Y;PremiumContact 6;;;;;;Summer;Passenger car;38;105.53;40.88;"4019238772357";0357468000;C;A;2;71;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;482165;C;A;B;71;0;0
CO357469;CONTINENTAL ZO;235;40;YR;18;95Y;PremiumContact 6;;XL;;;;Summer;Passenger car;46;106.05;40.59;"4019238772319";0357469000;C;A;2;72;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;483449;C;A;B;72;0;0
CO357470;CONTINENTAL ZO;235;50;YR;18;101Y;PremiumContact 6;;XL;;;;Summer;Passenger car;21;130.20;41.61;"4019238772210";0357470000;B;A;2;72;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;483544;B;A;B;72;0;0
CO357472;CONTINENTAL ZO;235;50;VR;18;97V;PremiumContact 6;;;;;;Summer;Passenger car;50;118.13;40.94;"4019238772203";0357472000;B;A;2;71;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;525716;B;A;B;71;0;0
CO357476;CONTINENTAL ZO;235;60;VR;18;103V;PremiumContact 6;;;;;;Summer;Jeep / 4x4;30;111.83;40.36;"4019238772135";0357476000;C;A;2;71;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;482167;C;A;B;71;0;0
CO357480;CONTINENTAL ZO;245;45;YR;18;96Y;PremiumContact 6;;;;;;Summer;Passenger car;34;114.98;41.04;"4019238772302";0357480000;C;A;2;71;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;482215;C;A;B;71;0;0
CO357483;CONTINENTAL ZO;205;40;YR;17;84Y;PremiumContact 6;;XL;;;;Summer;Passenger car;50;89.78;38.72;"4019238772296";0357483000;C;A;2;72;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;483450;C;A;B;72;0;0
CO357485;CONTINENTAL ZO;205;50;YR;17;93Y;PremiumContact 6;;XL;;;;Summer;Passenger car;29;95.50;39.94;"4019238772340";0357485000;C;A;2;72;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;483452;C;A;B;72;0;0
CO357490;CONTINENTAL ZO;215;45;YR;17;87Y;PremiumContact 6;;;;;;Summer;Passenger car;34;87.15;39.48;"4019238772333";0357490000;C;A;2;71;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;531323;C;A;B;71;0;0
CO357491;CONTINENTAL ZO;215;45;YR;17;91Y;PremiumContact 6;;XL;;;;Summer;Passenger car;26;87.68;39.11;"4019238772326";0357491000;C;A;2;72;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;483463;C;A;B;72;0;0
CO357494;CONTINENTAL ZO;215;50;YR;17;91Y;PremiumContact 6;;;;;;Summer;Passenger car;43;102.11;40.46;"4019238772289";0357494000;C;A;2;71;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;482052;C;A;B;71;0;0
CO357495;CONTINENTAL ZO;215;50;YR;17;95Y;PremiumContact 6;;XL;;;;Summer;Passenger car;50;101.80;40.81;"4019238772272";0357495000;B;A;2;72;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;0;531319;B;A;B;72;0;0
CO357500;CONTINENTAL ZO;255;40;ZR;21;(102Y);ContiSportContact 5P MO;;XL;;;;Summer;Passenger car;42;203.95;42.87;"4019238716801";0357500000;E;A;2;73;C1;https://extras.tyre-energy.de/pic_6438g.jpg;1;0;525795;D;A;B;73;0;0
CO357501;CONTINENTAL ZO;285;35;YR;21;(105Y);ContiSportContact 5P MO;;XL;;;;Summer;Passenger car;30;231.25;43.74;"4019238716795";0357501000;E;A;2;75;C1;https://extras.tyre-energy.de/pic_6438g.jpg;1;0;481475;D;A;B;75;0;0
CO357506;CONTINENTAL ZO;285;45;YR;21;113Y;ContiSportContact 5 * ContiSeal;;XL;;;;Summer;Passenger car;50;268.00;45.19;"4019238716641";0357506000;C;A;2;73;C1;https://extras.tyre-energy.de/pic_10154g.jpg;1;0;482722;C;A;B;73;0;0
CO357527;CONTINENTAL ZO;275;35;ZR;19;(100Y);ContiSportContact 5P *;;XL;;;;Summer;Passenger car;24;177.70;42.4;"4019238781595";0357527000;E;A;2;73;C1;https://extras.tyre-energy.de/pic_11609g.jpg;1;0;650053;D;A;B;73;0;0
CO357528;CONTINENTAL ZO;245;45;YR;19;102Y;ContiSportContact 5 MO1;;XL;;;;Summer;Passenger car;50;150.15;43.76;"4019238772876";0357528000;C;B;2;72;C1;https://extras.tyre-energy.de/pic_6888g.jpg;2;0;483486;C;B;B;72;0;0
CO357551;CONTINENTAL ZO;265;35;YR;21;101Y;ContiSportContact 5P T0;;XL;;;;Summer;Passenger car;47;216.03;43.74;"4019238722437";0357551000;E;A;2;73;C1;https://extras.tyre-energy.de/pic_6438g.jpg;1;0;482483;D;A;B;73;0;0
CO357552;CONTINENTAL ZO;245;35;YR;21;96Y;ContiSportContact 5P T0;;XL;;;;Summer;Passenger car;50;194.45;42.64;"4019238722444";0357552000;E;A;2;72;C1;https://extras.tyre-energy.de/pic_6438g.jpg;1;0;483026;D;A;B;72;0;0
CO357598;CONTINENTAL ZO;245;40;YR;18;93Y;ContiSportContact 5 AO #;;;;;;Summer;Passenger car;50;107.05;40.53;"4019238725698";0357598000;E;A;2;71;C1;https://extras.tyre-energy.de/pic_5847g.jpg;2;0;481676;D;A;B;71;0;0
CO357602;CONTINENTAL ZO;235;35;ZR;20;(92Y);SportContact 6;;XL;;;;Summer;Passenger car;24;156.45;43.72;"4019238726497";0357602000;E;A;2;71;C1;https://extras.tyre-energy.de/pic_11855g.jpg;2;0;481928;D;A;B;71;0;0
CO357603;CONTINENTAL ZO;265;35;ZR;20;(99Y);SportContact 6 N0;;XL;;;;Summer;Passenger car;22;203.95;43.35;"4019238726503";0357603000;E;A;2;72;C1;https://extras.tyre-energy.de/pic_11855g.jpg;1;0;482868;D;A;B;72;0;0
CO357606;CONTINENTAL ZO;255;45;VR;19;100V;ContiSportContact 5 SUV;;;;;;Summer;Jeep / 4x4;50;154.08;39.22;"4019238806991";0357606000;C;A;2;72;C1;https://extras.tyre-energy.de/pic_6891g.jpg;1;0;482870;C;A;B;72;0;0
CO357633;CONTINENTAL ZO;205;45;VR;17;88V;ContiSportContact 5;;XL;;;;Summer;Passenger car;50;97.60;39.38;"4019238004762";0357633000;E;A;2;72;C1;https://extras.tyre-energy.de/pic_5847g.jpg;2;0;483250;D;A;B;72;0;0
CO357807;CONTINENTAL ZO;285;45;YR;21;113Y;SportContact 6 AO;;XL;;;;Summer;Passenger car;41;250.68;44.66;"4019238048728";0357807000;C;A;2;75;C1;https://extras.tyre-energy.de/pic_11855g.jpg;1;0;481339;C;A;B;75;0;0
CO357822;CONTINENTAL ZO;225;45;YR;18;95Y;ContiSportContact 5 SSR *;;XL;;;;Summer;Passenger car;35;135.45;41.99;"4019238741841";0357822000;E;B;2;71;C1;https://extras.tyre-energy.de/pic_6886g.jpg;2;1;481683;D;B;B;71;0;0
CO357860;CONTINENTAL ZO;245;35;YR;21;96Y;ContiSportContact 5P T0 ContiSilent;;XL;;;;Summer;Passenger car;22;210.78;43.49;"4019238746006";0357860000;E;A;2;72;C1;https://extras.tyre-energy.de/pic_6438g.jpg;1;0;482863;D;A;B;72;0;0
CO357861;CONTINENTAL ZO;265;35;YR;21;101Y;ContiSportContact 5P T0 ContiSilent;;XL;;;;Summer;Passenger car;50;235.98;44.15;"4019238743968";0357861000;E;A;2;73;C1;https://extras.tyre-energy.de/pic_11611g.jpg;1;0;482481;D;A;B;73;0;0
CO357863;CONTINENTAL ZO;235;40;YR;18;91Y;ContiSportContact 3 MO;;;;;;Summer;Passenger car;50;103.90;41.79;"4019238779158";0357863000;E;B;2;71;C1;https://extras.tyre-energy.de/pic_4167g.jpg;2;0;481807;D;B;B;71;0;0
CO357883;CONTINENTAL ZO;255;40;VR;20;101V;ContiSportContact 5 SUV;;XL;;;;Summer;Passenger car;40;169.05;43.65;"4019238781946";0357883000;E;A;2;73;C1;https://extras.tyre-energy.de/pic_6891g.jpg;2;0;482712;D;A;B;73;0;0
CO357904;CONTINENTAL ZO;245;40;YR;20;99Y;ContiSportContact 3 J;;XL;;;;Summer;Passenger car;46;176.93;43.92;"4019238779172";0357904000;E;B;2;72;C1;https://extras.tyre-energy.de/pic_5841g.jpg;2;0;483235;D;B;B;72;0;0
CO357915;CONTINENTAL ZO;245;40;YR;18;97Y;ContiSportContact 3 MO;;XL;;;;Summer;Passenger car;50;107.89;40.56;"4019238779431";0357915000;E;B;2;72;C1;https://extras.tyre-energy.de/pic_5842g.jpg;2;0;483317;D;B;B;72;0;0
CO357920;CONTINENTAL ZO;265;35;YR;18;97Y;ContiSportContact 3 MO;;XL;;;;Summer;Passenger car;50;151.45;40.26;"4019238779462";0357920000;E;B;2;73;C1;https://extras.tyre-energy.de/pic_5842g.jpg;1;0;482550;D;B;B;73;0;0
CO357928;CONTINENTAL ZO;245;40;YR;18;93Y;ContiSportContact 3 MO;;;;;;Summer;Passenger car;41;103.90;42.28;"4019238779455";0357928000;E;B;2;71;C1;https://extras.tyre-energy.de/pic_5842g.jpg;2;0;481781;D;B;B;71;0;0
CO357931;CONTINENTAL ZO;235;45;WR;17;94W;ContiSportContact 3 MO;;;;;;Summer;Passenger car;44;87.68;38.25;"4019238779974";0357931000;E;B;2;71;C1;https://extras.tyre-energy.de/pic_4167g.jpg;2;0;481667;D;B;B;71;0;0
CO357932;CONTINENTAL ZO;225;40;WR;18;92W;ContiSportContact 5;;XL;;;;Summer;Passenger car;50;83.48;38.39;"4019238790221";0357932000;C;B;2;72;C1;https://extras.tyre-energy.de/pic_5847g.jpg;2;0;483318;C;B;B;72;0;0
CO357942;CONTINENTAL ZO;285;25;ZR;20;(93Y);SportContact 6;;XL;;;;Summer;Passenger car;32;203.43;43.18;"4019238752281";0357942000;E;A;2;75;C1;https://extras.tyre-energy.de/pic_11855g.jpg;1;0;481590;D;A;B;75;0;0
CO357943;CONTINENTAL ZO;245;30;ZR;21;(91Y);SportContact 6;;XL;;;;Summer;Passenger car;36;209.20;43.54;"4019238752274";0357943000;E;A;2;72;C1;https://extras.tyre-energy.de/pic_11855g.jpg;1;0;483170;D;A;B;72;0;0
CO357951;CONTINENTAL ZO;275;45;YR;21;107Y;SportContact 6 MO;;;;;;Summer;Jeep / 4x4;50;183.95;45.09;"4019238762747";0357951000;B;A;2;72;C1;https://extras.tyre-energy.de/pic_11855g.jpg;1;0;483322;B;A;B;72;0;0
CO357958;CONTINENTAL ZO;275;50;WR;20;113W;ContiSportContact 5 SUV MO;;XL;;;;Summer;Jeep / 4x4;37;211.83;43.59;"4019238761863";0357958000;C;A;2;73;C1;https://extras.tyre-energy.de/pic_7939g.jpg;1;0;482659;C;A;B;73;0;0
CO357967;CONTINENTAL ZO;275;45;VR;20;110V;ContiSportContact 5 SUV VOL;;XL;;;;Summer;Jeep / 4x4;50;179.80;42.74;"4019238781557";0357967000;C;A;2;73;C1;https://extras.tyre-energy.de/pic_6891g.jpg;1;0;482602;C;A;B;73;0;0
CO357977;CONTINENTAL ZO;255;40;WR;19;100W;ContiSportContact 5 VOL ContiSilent;;XL;;;;Summer;Passenger car;39;155.93;42.67;"4019238781571";0357977000;C;A;2;73;C1;https://extras.tyre-energy.de/pic_5847g.jpg;2;0;482663;C;A;B;73;0;0
CO357978;CONTINENTAL ZO;245;40;YR;20;99Y;PremiumContact 6 SSR;;XL;;;;Summer;Passenger car;50;197.40;45.99;"4019238787757";0357978000;C;A;2;72;C1;https://extras.tyre-energy.de/pic_12944g.jpg;2;1;483369;C;A;B;72;0;0
CO357988;CONTINENTAL ZO;235;55;VR;18;104V;ContiEcoContact 5 SUV VOL;;XL;;;;Summer;Jeep / 4x4;44;92.40;0;"4019238781731";0357988000;B;A;2;72;C1;https://extras.tyre-energy.de/pic_11958g.jpg;2;0;483029;B;A;B;72;0;0
CO357997;CONTINENTAL ZO;255;35;YR;19;96Y;SportContact 6 RO1;;XL;;;;Summer;Passenger car;32;133.09;41.88;"4019238787504";0357997000;E;A;2;73;C1;https://extras.tyre-energy.de/pic_11855g.jpg;2;0;482576;D;A;B;73;0;0
CO358006;CONTINENTAL ZO;175;65;HR;15;84H;ContiPremiumContact 2 *;;;;;;Summer;Passenger car;50;60.85;36.94;"4019238014198";0358006000;E;B;2;70;C1;https://extras.tyre-energy.de/pic_4252g.jpg;2;0;481402;D;B;B;70;0;0
CO358009;CONTINENTAL ZO;195;55;VR;16;87V;ContiPremiumContact MO;;;;;;Summer;Passenger car;50;80.33;41.58;"4019238014266";0358009000;E;B;2;71;C1;https://extras.tyre-energy.de/pic_276g.jpg;2;0;482134;D;B;B;71;0;0
CO358023;CONTINENTAL ZO;285;35;YR;21;105Y;SportContact 6;;XL;;;;Summer;Passenger car;26;230.20;43.99;"4019238792638";0358023000;E;A;2;75;C1;https://extras.tyre-energy.de/pic_11855g.jpg;1;0;481519;D;A;B;75;0;0
CO358038;CONTINENTAL ZO;205;45;WR;17;84W;ContiSportContact 3 SSR *;;;;;;Summer;Passenger car;50;114.45;41.01;"4019238014075";0358038000;E;B;2;71;C1;https://extras.tyre-energy.de/pic_5837g.jpg;2;1;481917;D;B;B;71;0;0
CO358039;CONTINENTAL ZO;235;55;WR;19;105W;CrossContact UHP LR;;XL;;;;Summer;Jeep / 4x4;37;130.73;42.66;"4019238793208";0358039000;B;C;2;72;C1;https://extras.tyre-energy.de/pic_4850g.jpg;2;0;483204;B;C;B;72;0;0
CO358042;CONTINENTAL ZO;205;45;VR;17;84V;ContiSportContact 3 SSR *;;;;;;Summer;Passenger car;50;109.73;42.25;"4019238014068";0358042000;E;B;2;71;C1;https://extras.tyre-energy.de/pic_5837g.jpg;2;1;481925;D;B;B;71;0;0
